"Row.names","ATM.dist.mean_Nucleus","TVC.dist.min_Nucleus","TVC.dist.max_Nucleus","TVC.dist.mean_Nucleus","TVC.dist.sd_Nucleus","TVC.ATM.dist.min_Nucleus","TVC.ATM.dist.max_Nucleus","TVC.ATM.dist.mean_Nucleus","TVC.ATM.dist.sd_Nucleus","TVC.cosine.min_Nucleus","TVC.cosine.max_Nucleus","TVC.cosine.sd_Nucleus","ATM.Nucleus.Dist.to.Cell.Membrane.min","ATM.Nucleus.Dist.to.Cell.Membrane.max","ATM.Nucleus.Dist.to.Cell.Membrane.mean","ATM.Nucleus.Dist.to.Cell.Membrane.SD","TVC.Nucleus.Dist.to.Cell.Membrane.min","TVC.Nucleus.Dist.to.Cell.Membrane.max","TVC.Nucleus.Dist.to.Cell.Membrane.mean","TVC.Nucleus.Dist.to.Cell.Membrane.SD","ATM.dist.mean_Cell","TVC.dist.min_Cell","TVC.dist.max_Cell","TVC.dist.mean_Cell","TVC.dist.sd_Cell","TVC.ATM.dist.min_Cell","TVC.ATM.dist.max_Cell","TVC.ATM.dist.mean_Cell","TVC.ATM.dist.sd_Cell","TVC.cosine.min_Cell","TVC.cosine.max_Cell","TVC.cosine.sd_Cell","ATM.Cell.Ellipticity..oblate..min","ATM.Cell.Ellipticity..oblate..max","ATM.Cell.Ellipticity..oblate..mean","ATM.Cell.Ellipticity..oblate..SD","ATM.Cell.Ellipticity..prolate..min","ATM.Cell.Ellipticity..prolate..max","ATM.Cell.Ellipticity..prolate..mean","ATM.Cell.Ellipticity..prolate..SD","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","ATM.Cell.Sphericity.min","ATM.Cell.Sphericity.max","ATM.Cell.Sphericity.mean","ATM.Cell.Sphericity.SD","ATM.Cell.Volume.frac.min","ATM.Cell.Volume.frac.max","ATM.Cell.Volume.frac.mean","ATM.Cell.Volume.frac.SD","ATM.Nucleus.Ellipticity..oblate..min","ATM.Nucleus.Ellipticity..oblate..max","ATM.Nucleus.Ellipticity..oblate..mean","ATM.Nucleus.Ellipticity..oblate..SD","ATM.Nucleus.Ellipticity..prolate..min","ATM.Nucleus.Ellipticity..prolate..max","ATM.Nucleus.Ellipticity..prolate..mean","ATM.Nucleus.Ellipticity..prolate..SD","ATM.Nucleus.Sphericity.min","ATM.Nucleus.Sphericity.max","ATM.Nucleus.Sphericity.mean","ATM.Nucleus.Sphericity.SD","ATM.Nucleus.Volume.frac.min","ATM.Nucleus.Volume.frac.max","ATM.Nucleus.Volume.frac.mean","ATM.Nucleus.Volume.frac.SD","TVC.Cell.Ellipticity..oblate..min","TVC.Cell.Ellipticity..oblate..max","TVC.Cell.Ellipticity..oblate..mean","TVC.Cell.Ellipticity..oblate..SD","TVC.Cell.Ellipticity..prolate..min","TVC.Cell.Ellipticity..prolate..max","TVC.Cell.Ellipticity..prolate..mean","TVC.Cell.Ellipticity..prolate..SD","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","TVC.Cell.Sphericity.min","TVC.Cell.Sphericity.max","TVC.Cell.Sphericity.mean","TVC.Cell.Sphericity.SD","TVC.Cell.Volume.frac.min","TVC.Cell.Volume.frac.max","TVC.Cell.Volume.frac.mean","TVC.Cell.Volume.frac.SD","TVC.Nucleus.Ellipticity..oblate..min","TVC.Nucleus.Ellipticity..oblate..max","TVC.Nucleus.Ellipticity..oblate..mean","TVC.Nucleus.Ellipticity..oblate..SD","TVC.Nucleus.Ellipticity..prolate..min","TVC.Nucleus.Ellipticity..prolate..max","TVC.Nucleus.Ellipticity..prolate..mean","TVC.Nucleus.Ellipticity..prolate..SD","TVC.Nucleus.Sphericity.min","TVC.Nucleus.Sphericity.max","TVC.Nucleus.Sphericity.mean","TVC.Nucleus.Sphericity.SD","TVC.Nucleus.Volume.frac.min","TVC.Nucleus.Volume.frac.max","TVC.Nucleus.Volume.frac.mean","TVC.Nucleus.Volume.frac.SD","nATM","nTVC","ATMgroup.Ellipticity..oblate.","ATMgroup.Ellipticity..prolate.","ATMgroup.Sphericity","TVCgroup.Ellipticity..oblate.","TVCgroup.Ellipticity..prolate.","TVCgroup.Sphericity","TVC.contiguous","ATM.contiguous","TVC.Volume","ATM.Volume"
"Rabep.image18_left.2020_07_14",-0.871499602204837,0.127083683235221,-0.20216729273384,-0.106708110146708,-0.454304207758054,0.545540403407249,0.0326964891471699,0.364820069648845,-0.841278537669591,1.04752905830332,-0.944475535867085,-0.766029527080592,0.247265231756765,0.168691189794536,0.216474773219303,-0.174025770566715,-0.612920147965053,-0.11577896043875,-0.508092382080518,0.491345361251986,-0.412118231105804,0.067124695623837,-0.259312863676896,-0.0920249399875057,-0.415696267088103,0.557460887007217,0.0364274080730299,0.320209492846588,-0.821279728869251,0.732046013111021,-1.01933889028294,-0.656093324419993,-0.267556184335224,1.33187935185398,0.706429581527359,2.41868327558701,-0.711479773493115,0.818083252921905,0.033487519823012,2.12655759061284,0.0898272935599683,-0.277133497238625,-0.1226928905005,-0.619746040627661,-0.244402021847017,-0.123697703796788,-0.197712538391038,0.19399515412193,0.0254717716346171,-1.00137539467525,-0.451453049028514,-1.10521800406606,-1.3811642679827,-1.94741388526132,-1.82662995467738,-0.910990085673402,0.000119650792403606,1.02499721369996,0.609862593587319,1.34093137100698,0.452775064102027,-0.20428477458488,0.192392109793501,-0.93244424015622,0.425627188163871,-0.133573744948557,0.223652828072071,-0.722041781189565,0.774355941325524,-0.579120991685509,-0.00431438819283114,-1.3514158323479,0.959678574070542,-0.147281245421051,0.213146174337944,-0.938132813226998,-1.02828132050987,-0.253457894309652,-0.72762114899396,0.338145204208682,-1.1609725814098,-0.677042288843703,-1.23138219380843,1.14365451510522,-0.0866868769726219,-0.154390390273172,-0.0810598598180403,0.185911565533452,-0.900180053249109,-0.345297344239961,-0.730955873590828,0.0138399107746644,1.07029207393273,0.807205489119791,1.34506841792746,-0.23368684132925,-1.09396079967365,-1.87141531072371,-1.43125750767536,-0.197239568816113,-0.504713045252309,-0.192376639077206,-0.47407071692653,0.0432691356498348,-0.00570500790762285,0.14648746674493,0.0351222851973125,0.317384127998229,0.466447619825484,1.61413836496793,-1.22221325780198,-0.990158193014631,0,0,0.0877923848952493,-0.278311557368105
"Rabep.image18_right.2020_07_14",0,-0.249322934541219,0.548748351910714,0.273966181922245,0.479090643918114,0.71463778018882,0.0326964891471699,0.53017767831414,-0.476075196339033,-1.36613003620729,1.10482534136485,0.59213679116141,-0.605914081149746,-1.06593757273986,-0.881391754712819,0,-0.707087386506531,-0.406384197228473,-0.664129203672013,-0.267478463697092,0,-0.30584709177821,0.554237779512725,0.146709821185498,0.510456566485871,1.06341225623718,0.0364274080730299,0.980927180602134,-0.849187772251056,-1.48601112321139,1.27262716008755,0.843766142429559,0.049185366562435,-0.650907879970186,-0.383101387941117,0,1.66682040735568,0.907505815252482,1.41743091764031,0,-0.209804462438347,-0.713456141106405,-0.533489983344824,0,-2.17655637910553,-2.94184519013953,-2.66683598130455,0,0.45661230751362,-0.566163453884961,0.0283722228949255,0,-1.08835979093973,-1.98240865204699,-1.68899602246141,0,2.74959190856036,1.43140984508839,2.24531122601823,0,0.309076390280687,-0.572625695535949,-0.0662088984792081,0,0.00245027872942804,-1.03971273668173,-0.472038817063194,0,-0.599712581368423,0.438273500469577,-0.396934558988707,0.164092730658438,-0.41096970414551,0.916517398515151,0.0879786686386566,0.845529061641026,-0.165322667951842,-0.640895628537427,-0.527237325833928,-0.713978129075789,-2.65077735807511,-1.47014396654565,-2.59334551030239,1.17001701211596,0.256570983314264,0.401946689190924,0.306310527748988,-0.131546428771021,-0.215482536676096,0.877120185379419,-0.00593727973218627,0.508244087446905,-0.208261076151607,-0.566697497100265,-0.358050943839732,-0.442684377647607,-1.52854213099171,-0.823814988605073,-1.82279611410513,0.418474733560423,-0.205985151036259,0.709172477334458,0.266247043422291,0.488416141136722,-2.02870081195078,2.04202493395318,1.29556445495921,0.869127936047306,-1.04939483288461,-1.14823486012213,0.573469123563986,-2.41664184627431,0,0,1.77042527253727,-2.5150780094154
"Rabep.image19.2020_07_14",-0.893855328055785,-0.781280313457853,-0.555615567745588,-0.666757043621037,-0.621058944108995,0.657105694040903,0.0326964891471699,0.551667782188254,-0.63570202280398,-0.306363575447353,0.254020913410572,-0.315745665463077,-1.14995837527923,-1.42448515391584,-1.34770788551606,-0.817498074584089,-0.902837943887443,-0.607747396382575,-0.901687160327065,-0.0913594567625046,-0.475535575135638,-0.704843476058197,-0.526194886244853,-0.661694127634899,-0.52861403682607,0.37958162884142,0.0364274080730299,0.223282135429885,-0.326790433240623,-0.116151334268187,-0.13345733368568,-0.175536326322955,-0.0941005266712168,0.176917990124093,0.0667690180643587,0.34282128307441,-1.34435778071444,-2.01752172305176,-1.82365498148306,-0.883247951861455,-1.0748596745402,-1.35841300139613,-1.33825105491613,-0.964836835677698,-0.148175663800685,-0.351447157384609,-0.258975467452717,-0.381481312286074,-0.0942044348643364,0.263702124538893,0.075528110673074,0.331084857282998,0.81772843720938,1.38161118387498,1.21730398348427,0.704052584150356,-0.838768030010945,-0.357862582320061,-0.639500570889538,0.413619452425519,-1.69350285240974,-1.07067308267888,-1.56218005558251,1.24574745641811,-0.133966073565584,0.257185632929024,0.0558908826575734,0.389285599978459,-0.727887140533455,-0.40009907957809,-0.756544160301692,0.0234509074953572,0.288912790290078,0.573138698658184,0.510791779493206,0.211076836371756,-0.659438752330098,-1.00542325878788,-1.07343167588129,-0.77302833579107,-0.741288401528282,-0.679870516019581,-0.93518614809559,0.528216987006189,-0.440014633144884,-0.52260305218864,-0.413803740308621,-0.208746325943969,-0.200702953322185,0.422576007577136,0.458192642537194,0.252704571412094,0.327827393618772,0.132341681718523,0.179635258208413,-0.337461216026794,-0.491565608205883,-1.63871359982777,-1.10789661695467,-0.744066926578664,-0.41432683421796,-0.390324857277714,-0.372803462760536,0.00547284641330566,-0.00570500790762285,0.14648746674493,-0.440986426449375,-1.82645101653353,-0.40473076769688,0.13353664938356,-0.296218086762686,-0.93292477909043,0,0,-0.273671660059059,0.202191739169815
"Rabep.image2.2020_07_14",-0.267639723084311,-0.801533818485656,-0.584115824834859,-0.683944573181784,-0.603046423991569,0.0864505233042105,0.0326964891471699,-0.0122037849732732,0.209511797037262,-0.366159761291737,0.259181999256793,-0.240174080426944,-0.821346906028521,-0.477158977396437,-0.667617441979449,0.494443270387233,-0.568473069806789,-0.420784611462441,-0.484169871329122,-0.28695782287421,-0.347700330118455,-0.774246627144939,-0.606342122645214,-0.603167924151981,-0.594266111775006,-0.0619239336113485,0.0364274080730299,-0.224891520994205,0.265240254911932,0.450968001513743,-0.41815501901436,-0.566158540714042,0.205150287688239,-0.222165942232314,-0.0455802902272105,-0.657461032723874,-0.485686313434136,-0.968863809183376,-0.785815626415507,-0.692275809770889,0.310174056894279,-0.0891148875756176,0.097015510541287,-0.582659448489539,-0.401398582018583,-0.90257134709455,-0.673554418814312,-0.854702836559973,0.16626201031644,0.121522045035561,0.172432686205885,-0.16096277362866,-0.367700577089389,-0.53774873629265,-0.493468439536108,-0.331730742821199,-0.424764700250514,-0.178055896760063,-0.322541106396105,0.17528603715897,0.390184956372491,0.0259216752194854,0.257403940452662,-0.60711155346901,0.352308091336188,-0.0284249797146169,0.227211187499156,-0.523650426385865,-0.128147270181909,-0.0405395067013219,-0.128853980249409,0.355086446367964,0.0232347835225016,0.231813984559101,0.291959651568202,0.0433729193286373,-0.474167267126701,-0.0904997347073903,0.0257413494653471,0.231147678421873,-0.367584326648486,-1.03852507476046,-0.646704867700551,-0.465604847486161,-0.512450548707834,-0.307032793820242,-0.474990756023451,-0.00935888879844186,-1.65293552964332,-0.240000944566579,-1.05146127101523,0.600831282362053,-0.815376926197313,-0.45608311961725,-0.987747896360432,0.0995791364873596,-0.841636633772136,-0.8649494274827,-1.02595388967358,0.110357137546812,-0.482652871028172,-0.176843520636524,-0.476218672993838,-0.0344238950294147,-0.00570500790762285,0.14648746674493,-0.361822791848413,-1.05162449525739,-0.497557576900628,1.09362491518606,-0.886531754992421,-0.28503984960381,0,0,-0.310218790011715,0.250774763308414
"Rabep.image20.2020_07_14",-0.081692654018723,-0.0116664993404996,-0.221987384608663,-0.0926729449797567,-0.393601802047081,-0.121133016915051,0.0326964891471699,-0.162389172520322,-0.0449538580450402,1.2393121076439,-0.801344279768453,-0.827140978986013,0.447704912581595,0.0613179757671243,0.25771152165632,-0.76256547039803,-0.555753487692249,-0.078379539097218,-0.494930707765252,0.564467444492813,0.113969613284572,0.0338149200084333,-0.319099495730985,-0.228981678660215,-0.524619982968814,-0.239235746243241,0.0364274080730299,-0.371501906566125,0.146140014956242,1.09572506922857,-1.3375291119886,-0.809291990039479,-0.298627412429195,-0.566754358072232,-0.488703995862536,-0.619888494109036,1.16713879057964,0.437685448192638,0.887839769775384,-1.17588766997739,-1.06149882019622,-1.21295700285909,-1.24179263013631,-0.73413592983487,-0.633031724673672,-0.710102146424118,-0.704140704193926,-0.0840738268009615,-0.0203673323275072,-0.201291151784532,-0.0993031852007246,-0.236795896372938,-1.24326979803474,-1.62733770453816,-1.57344225745061,-0.662297470279259,2.16671512849573,2.03207782884986,2.30800190618548,0.185190324808385,0.381210919055254,-0.363780792881288,0.0744933838928854,-0.993664800833542,0.457510299481518,0.0756709600798586,0.342801449999177,-0.558862796156424,0.947068998060305,-0.304247059877523,0.359608321222995,-1.17957961353819,-0.961517832555361,-0.753933200577555,-0.954958837641332,-0.211533774149269,-0.784366309032921,-1.20945211423282,-1.32997936373336,-0.873506487797055,-0.624727292392364,-1.54442421084542,-0.942931133534946,-0.431644778121521,-0.401645538290728,0.100358052213308,-0.303412613891149,0.472216871598551,-1.62983026407586,1.23094023524273,0.995649572483132,2.16022870863038,-0.654157195828778,-1.4879296907137,-1.30002972630518,-1.03851952932113,-0.811580982864421,-1.5809955492936,-1.40269353526236,-0.180623691790561,-0.732432377954178,-0.322618025768252,-0.545993188679039,0.31391124874379,-0.00570500790762285,0.14648746674493,-0.19064331948719,0.161810263053445,-0.331143073633745,1.10819964961101,-0.885522811295858,-0.390007713593748,0,0,-0.145569385696813,0.0319021460988217
"Rabep.image3.2020_07_14",-0.135755150986952,0.0972601525554103,0.141935392171799,-0.0520290210844469,0.00794777081190104,-3.25295173421013,0.0326964891471699,-3.67249986879745,1.28680453751896,-1.07283219573052,0.795970866554432,0.626167024679078,-0.429403432028673,0.720491971102991,0.311991691681028,0.997926183261382,0.00755262922420069,-0.447422945620126,-0.29401178849051,-0.961562603157609,-0.612332782264903,0.140367647901036,0.146556474681653,0.0847825202123234,-0.0177906899445926,-3.19456216539788,0.0364274080730299,-3.57900518612495,1.1078162105405,-0.547006339765163,0.533675228756354,0.100535815645811,0.494520123708842,1.2865632871472,1.00316211719257,0.382719325513199,-0.892384344755082,0.760940329219791,-0.431621199353633,1.01370283075887,-0.789284292938483,-0.442631726922356,-0.749348203791565,-0.1801088464802,-0.290302626799138,-0.332656097301957,-0.223701845133465,-0.395064189700598,-2.70653329204018,-3.88893180825528,-3.5181770405226,-0.707109764181969,-1.52349411465046,-1.71390872793325,-1.75907852656882,-0.76880416679244,0.232415505146216,2.08097371115748,1.3532866349771,0.897349965989234,0.098186513325632,0.151493648414631,0.0557997707389429,-0.481046148210207,-2.4346640983799,-4.11991409327617,-3.43420518405057,-0.948228371745076,1.41149058965454,-0.427633362825409,0.666568042872519,-1.64584303055746,-0.708625442972498,-0.873520815814288,-0.880995709104967,-0.565745515819205,-0.347292840320869,-0.314287561364939,-0.659704708821635,-0.0633416307193796,-2.35641828049762,-1.86554583810643,-2.44434016427252,1.6951280962362,0.236557079004185,0.242600000375747,0.0532615843954306,-0.0640076974397832,-0.554424653409396,0.000619047637462247,-0.901072789375352,0.340164554472281,-0.328051183282623,-1.18227900381347,-1.06248605401575,-1.0565800363128,-0.468033956805116,-0.835500238099723,-0.658196116429946,0.0444572572472174,-0.135633716490742,0.0504316613250142,0.106575232736095,0.177363596137431,4.04028660017868,0.14648746674493,0.959582137980476,-0.595441577351751,-0.0486406206202657,-0.287706206057235,0.438782558776427,-2.5719705136067,0,0,0.134971537351776,-0.341027997909493
"Rabep.image4.2020_07_14",-0.213071866763077,1.23763088719641,-0.392584100319139,0.0949465512906841,0,1.17188721994945,0.0326964891471699,1.27227839489856,-0.953234667196324,0,0,0,0.417686010970198,0.235163959447281,0.337553367527455,-0.354664215207014,0.566706454831093,-0.0237479592325077,0.239091151151598,-0.454379934810721,-0.34141253723539,0.730302958108085,-0.517583971635488,-0.106593548592135,0,1.39870132594399,0.0364274080730299,1.50684726998164,-1.12720788154743,0,0,0,1.70198972550085,1.00562419870664,1.39789991260825,-0.438767815148855,-0.416499977822469,-0.681130205052133,-0.594576744807535,-0.394198604921344,-0.864087045263439,-1.18207570505379,-1.13026697109463,-0.935346425555363,-0.286880695471869,0.46830343566861,0.0753050724642177,1.29712167780557,-0.151250450157303,-1.30541043166686,-0.707981890687299,-1.17536944428557,-1.7969161943237,-0.0194483817674437,-0.970789858230685,2.17049626755687,-0.854481340745039,-0.131076383918132,-0.512281354605706,0.746122414321582,0.505440494968015,0.276164514161778,0.44426775627388,-0.515307873305147,-0.315752529495045,-1.32771523289089,-0.808950034992144,-0.924482692935011,0.80609693750277,-1.13908652793623,-0.291919427345562,-1.65331411650615,2.40582222570597,-0.0786283275136341,1.32894019440975,-1.75033404187442,-0.671739534397889,-0.709776064496475,-0.836135744909389,0.0907062413520928,-0.93915714869007,-2.04016922575032,-1.62408835629764,0.0568425359108045,2.70950953832116,1.76038466216025,2.51624287161211,0.486187388042341,-2.29303973392865,-0.050257257162788,-1.24825158503381,3.496001205995,-1.95584339318227,-2.49197015695631,-2.60755526318211,-0.422325656989191,0.84276199037331,0.0966639829505728,0.600466292131214,-0.710156751692689,3.05422872729717,1.80685650884058,2.8069429317885,0.221873863654106,-0.00570500790762285,-1.74905000046332,0.837340535005759,0.216780001913628,0.652780115132085,0.049157332330305,0.0508437074478111,-0.508787895363755,0,0,0.234056066984791,-0.472743569040754
"Rabep.image5.2020_07_14",-2.54868624120571,1.7251032456818,2.14717859056342,2.0974418900553,2.40117534906322,-0.659743918868784,0.0326964891471699,-0.772114046960948,-0.454123903469581,-0.860829041474111,0.755515289211938,2.24456697368209,0.404490202987254,1.00618349465517,0.913904203254878,0.708573496079109,-0.52916817860735,-0.304984112555694,-0.271039012755664,0.033296287623987,-3.38857892112385,0.96606939744377,1.96922475589486,1.84760601398151,2.50125491249553,-0.680110180835613,0.0364274080730299,-0.88242844646133,-0.508155937720672,-1.06038235960495,0.964351800524479,2.50957816031467,0.940569027393959,1.29102480841784,1.00250463732987,0.479239860951386,-0.810859817186377,0.0832368371377831,-0.472313056853313,0.526392139943385,-0.858042031472844,0.293589038021593,-0.309943120667973,0.854579862602163,0.873566305355089,1.02860500460226,0.919710938725989,-0.191498337090525,-2.69688107663274,-3.2736526064415,-3.33528540340453,-0.169278019733172,-0.747870041763455,0.392026344704552,-0.300887730889408,0.621504917808332,-0.857751227140699,0.458131330959449,0.18681077381536,0.94539011148604,0.29629979477818,0.246109930454878,0.19271351298549,-0.43236245254112,-2.44955975965769,-0.756365130622414,-2.39436079500791,1.7172907330671,-0.689601060483952,-0.212113531498673,-0.866481603160321,0.124741471983687,-0.315857853824966,-1.10464608190332,-0.680049476440976,-0.947137116676987,-1.18857814800394,-1.05805203291232,-1.26157160179585,-0.40532610869331,-0.686062900916813,-0.540992777404131,-0.702266719765501,0.402661614192017,0.536468890874862,0.883718606357464,0.781068013169328,0.860961343945866,-0.526512654045982,0.586652370036657,0.0100403566404787,0.898249844434204,-1.45415296867344,0.243880961486133,-0.931366367747214,1.22365004374436,-0.443748085808169,-0.696870687276856,-0.559840568361968,-0.191854287761718,-0.0394906109264888,0.577747728805799,-0.0212714463916424,0.593347049667351,2.01729079613553,0.14648746674493,0.95761692727498,-0.464225468973847,1.11896360084623,-2.54818695934178,1.74920011561366,-1.77030972419947,0,0,0.887135541118095,-1.34089863066513
"Rabep.image6.2020_07_14",-1.11526753946426,0,0,0,0,1.31896342452103,0.0326964891471699,1.78491822153415,-0.429575553382518,0,0,0,-0.533279716031737,-0.183528664044287,-0.417078978173866,0.0966324671270647,1.55006032702546,0.287190022625492,0.8386950863161,0,-1.43914093842769,0,0,0,0,1.31449366230606,0.0364274080730299,1.47181807863431,-0.511318457628208,0,0,0,0.6907933486506,0.620591494260068,0.555673525029359,-0.140095937958286,-0.237876607898995,0.0496862832580642,-0.218489228110652,-0.06081356440267,-1.11649213102273,-0.916317728483027,-1.12511129835765,-0.381492366335032,0.376039478683942,0.201617822357887,0.267389253804814,-0.565285984860293,-1.85086372269086,-1.00785853341411,-1.87357638955428,0.720883337131153,0.0733409523871763,-0.154962467760818,-0.121426966819027,-0.623511607612849,0.0164914028143609,-0.0782528929036194,0.0198882140844555,-0.518193151666518,-0.0785944167075562,0.214836201377145,0.147331382276931,-0.102696577195807,-1.38617332090868,-0.401461408246567,-1.30598608059382,0.78574116200667,3.97323907785911,1.08694849977651,3.02034536017567,0,-0.742752363359533,-2.7254586918472,-2.31092201840757,0,-0.785682311820321,-1.44004556345179,-1.45631770627147,0,1.27245504276205,0.212690484034039,0.913322564539576,0,5.76701718134508,2.7863948460447,4.64983149370148,0,1.79177056346743,-0.694914034269193,0.50838746235803,0,1.10579973355755,-1.01513735372417,-0.0418193686264695,0,0.421115525129719,-1.2949430023211,-0.337127895827398,0,4.51422012709538,1.81203249551855,3.49836885981336,0,2.01729079613553,-2.69681873406745,0.288139727846837,-0.7713340114151,0.67128911738121,0.653891827733999,-0.815712809938054,1.37928213889305,0,0,-0.428378881596638,0.407847961371462
"Rabep.image7_right.2020_07_14",0.604725994587171,0.177411949234648,0.199850944893801,0.0862528959692767,0.00530318025649371,-0.546228834426363,0.0326964891471699,-0.431334618416574,0.205377499697767,-0.515382642942858,0.5375126393366,0.253503387465667,0.163461997340831,-0.152000238720183,-9.19767743734715e-05,-0.668924263085375,-0.512918468687491,0.185669957119681,-0.290150295218889,0.90721360110628,0.49406518908012,0.192172187557632,0.0425306651249501,-0.121070478001085,-0.0888439675426611,-0.158752738013306,0.0364274080730299,-0.12799057471225,-0.0971828091057579,-0.508345404661039,0.316300134304521,0.335786699653222,0.844639244800891,-0.0475768713599282,0.353426693838768,-1.13086948168224,-0.772746323726954,-1.00767498695121,-0.96769274718218,-0.322481958908073,-1.51665229462529,-1.36076157381917,-1.54643402622988,-0.40077063667548,-1.30794927251906,-1.28039351831604,-1.35936640455776,0.207173409246992,0.53000515254968,-0.0762501238291191,0.308133690543185,-0.847320493941918,0.623775181231084,0.7576109871419,0.763910310677556,0.124085687243279,-0.488131304190987,-1.13418195547337,-0.924571820926621,-1.07398090832853,-0.876827430959369,-0.623935813751609,-0.841312871354758,0.536903537803758,0.56945166655602,0.875387154603289,0.791928960127523,0.07770878527496,-1.26167065755441,-0.983956740420838,-1.199507228482,-0.204332084257465,-0.69295142618824,0.991601988997757,0.704738204993388,1.1015834392787,-0.887948390971049,-1.41854839149415,-1.4977283017002,-1.06112890654476,-1.91418224777364,-1.33419265743858,-1.54082328708422,1.21337671003892,-0.548902424650265,-0.498927073363364,-0.560674424098475,0.0762923163411167,-0.374329365671318,0.403526738541842,-0.0689223743937633,0.780340138936261,-0.595420000729296,-0.47382353258664,-0.620008721029328,-0.0755454813438221,-0.266393347766794,-0.744319882194517,-0.739923062994046,-0.389650553810291,-0.800626323656466,-0.681103208115738,-0.817103002103848,-0.0796804856377378,-0.00570500790762285,0.14648746674493,-0.0344021970341763,-0.327682538439246,-0.808547241680235,-0.494670187438227,0.515848052305106,-1.44431602003566,0,0,-0.390611738963798,0.35764314352245
